id,group_name,description,students,type,group_phone,meeting_link,recordings_link,first_lesson_date,first_lesson_time,is_active
1823060,IND 1-1 PS 3457 (FRI 17.00),Python Start 1st year + Python Start 2d year + Python Pro 2d year ENG,100319152,Private,,https://meet.google.com/rti-mnkg-nfb,https://www.youtube.com/playlist?list=PLC4TWXdxoLLBE_f5SGfltTR8r1BLLg4Hx,14/11/2025,17:00,TRUE
